,text,user
1308,@realDonaldTrump @TuckerCarlson Because there nothing to your story and Hunter isn’t running for office. There is p… https://t.co/57e3U9VeYJ,SadieEllis
1309,@realDonaldTrump @TuckerCarlson #TrumpGriftShift Did they mention the AGs investigation of your family for tax and loan fraud?,martymilner
1310,@realDonaldTrump The super spreader event vs. a safe way.,AngryLatinos
1311,"@realDonaldTrump Not just no, but He!! No",paulalovestimmy
1312,@realDonaldTrump Do you give me a gun and a proud boys shirt before hand or day of ?,Iampeanut7
1313,@realDonaldTrump Mushroom dick gonna mushroom.,The__RedDot
1314,RT @lalady2nc: @realDonaldTrump https://t.co/LpVpZcUwgt,Denise03645669
1315,@realDonaldTrump @TuckerCarlson https://t.co/NZ4oBg1mSe,electro134
1316,"RT @DanielNewman: @realDonaldTrump Thousands of people left freezing stranded in #Omaha, #Nebraska after a #Trump rally poor planning. Seve…",rinaskal
1317,@realDonaldTrump @TuckerCarlson Cry kiddie,lifeisvenom
1318,"RT @GinoKusa: @realDonaldTrump You couldn't afford to pay for their bus ride back.  You left old people exposed to the elements, three mile…",bj_erngren
1319,@realDonaldTrump @TuckerCarlson Donald Trump is the single largest cause of misinformation about the coronavirus pa… https://t.co/czetsHbPLO,ShironRedshift
1320,RT @HKrassenstein: @realDonaldTrump You literally left these people out in the cold to freeze.  7 people ended up in the hospital for hyper…,lkarelli
1321,"@realDonaldTrump dumbass actually thinks this video is good for him. It’s not, stupid and fuck everyone who thinks… https://t.co/dBBJ3YnEga",Travispratt87
1322,RT @conbontalk: @realDonaldTrump @TuckerCarlson 4 years of Trump is too much for anyone!,conbontalk
1323,"@realDonaldTrump @TuckerCarlson But, but, the laptops 😥😥🤧 I for one cannot wait til your in the dustbin of history.… https://t.co/WtfOTo649g",JCB1975
1324,@realDonaldTrump https://t.co/3iHhrPOR43,BonnieSudol
1325,"@realDonaldTrump Hey Don! YOU WERE IMPEACHED! Even your so called supporters are finally ditching you, but they’re… https://t.co/vZdOPa8KLL",RanaLeaMorrison
1326,@realDonaldTrump So much BS in just one tweet,PeterMortense17
1327,@realDonaldTrump I hope you get COVID.  Your a disgrace.,mrs_peters1985
1328,"RT @AndyOstroy: @realDonaldTrump @TuckerCarlson Because it's FAKE, just like you...",meeaz
1329,@realDonaldTrump How’s that stock market doing today? Taking any credit for the collapse?,Utopia952
1330,RT @RWTrollPatrol: @realDonaldTrump New Biden campaign ad narrated by Sam Elliott.   We can do this America! Get out and #VoteEarly #FlipTh…,lovroflaughs
1331,@realDonaldTrump The greatest leaders always leave their supporters out in the cold to get hypothermia.,mikecoxwashere
1332,@realDonaldTrump @TuckerCarlson Sort this shit out Mr President..u r the only one who can!!,MarkBax77839427
1333,"@realDonaldTrump @TuckerCarlson you tube is doing censoring also, and you tube need to taken to  court also.",m01brandon
1334,@realDonaldTrump @TuckerCarlson How about some evidence?,mrswhatsitt
1335,@realDonaldTrump Its called padded walls. It’s too earth shattering for twitter pea-brains.,thisshitwtf
1336,RT @tomiahonen: @realDonaldTrump Green Eggs &amp; Omaha Dr Seuss  We came by bus 'Twas all of us Our driver was Nice man named Gus  Was time to…,Cla15347480Lucy
1337,@realDonaldTrump I'm watching from home. Most people seem to be voting for Joe Biden.,shoyu
1338,"RT @HKrassenstein: @realDonaldTrump This worked in 2016, but that was before we found out that you are more of a liar and more corrupt than…",55andwhat
1339,@realDonaldTrump @TuckerCarlson https://t.co/LBxMy6uzIa,RMA1959
1340,@realDonaldTrump https://t.co/HYm70p9htj,Lovely52609228
1341,@realDonaldTrump @TuckerCarlson Don’t you have anything to do today?,danielle_oliver
1342,@realDonaldTrump @TuckerCarlson Fake news,lazerwolf852
1343,"@realDonaldTrump  make it go viral, They May have banned the Post from Twitter, but those who read it, can still ge… https://t.co/xEzJQIVKu3",BrendaRubin74
1344,@realDonaldTrump @TuckerCarlson Scumbag media only likes to have our cities burned to the ground.,edfish01
1345,RT @star7760: @realDonaldTrump @SenCoryGardner @SteveDaines Makes you think and wonder about all the other GOP’s.  Powerful Ohio lawmaker a…,GregoryHJames
1346,@realDonaldTrump What are you talking about?!,chanteuz
1347,@realDonaldTrump @RepsForBiden @VP44 @KamalaHarris @ProjectLincoln @43Biden @RVAT2020 @POTUS44 how do we ensure ALL… https://t.co/tcjBu8ey60,KWallFried
1348,@realDonaldTrump 낙관적으로 구상하고  비관적으로 계획하며  열정적으로 실행하라  폭동 약탈 저 범죄 제압을 한줌도 못된 것들이  단 몇분이면 제압 충분히 가능합니다  감이 어디서 폭동이고 약탈… https://t.co/fM21ddektc,yb41EFFWp8L8fAr
1349,@realDonaldTrump I agree with Trump and fellow Republicans for their elitist attitude toward people without college… https://t.co/sJrdn3qEUh,ray14502
1350,@realDonaldTrump If you volunteer your T-Shirt size you might get a Toasty surprise 😏 we’re backed up until Feb. 21… https://t.co/5RdLLqV3Ph,Trumps_Toast
1351,"@realDonaldTrump @TuckerCarlson The ""'general tenor' of the show should then inform a viewer that [Carlson] is not… https://t.co/1XzCDYPVJT",StarAasved
1352,@realDonaldTrump So this time you cost America $28 Billion in bribes to help the farmers who were doing good before your tariffs.,DukeTheSP00K
1353,@realDonaldTrump https://t.co/6OMDljP9QV,JimGold
1354,@realDonaldTrump https://t.co/eT94ySD8bG,Fonziruv
1355,@realDonaldTrump @TeamTrump @TuckerCarlson Does this mean you will not be on Twitter anymore because they are so mean? Please say yes,MaxBahr12
1356,@realDonaldTrump @TuckerCarlson https://t.co/0GCgXuRx4B,SolAstur
1357,RT @claude_roumain: @realDonaldTrump @TuckerCarlson Sec 230 has to go,DanDandzl
1358,RT @RWTrollPatrol: @realDonaldTrump Even Fox news knows Trump is toast and that he's going to destroy the republican party.   https://t.co/…,APina11616420
1359,"@realDonaldTrump @TuckerCarlson ""We started as a 17-point underdog. Today, I'm honored to accept the endorsement of… https://t.co/QpUWKsPczX",SueRush45335688
1360,"@realDonaldTrump @TuckerCarlson 8,000,000 Americans slipped into poverty amid coronavirus pandemic. On Trump's watc… https://t.co/kurkzHgIFj",dkoch65
1361,RT @piyushmittal: @realDonaldTrump No matter what you do .. no matter how hard you try .. you’ll never be even in the same ballpark. https:…,Elisahe50385624
1362,"@realDonaldTrump @TuckerCarlson @TuckerCarlson is a fraud, and everyone knows it. Meanwhile ... https://t.co/w9rKCdieNF",EJohn70245
1363,"@realDonaldTrump @TuckerCarlson We need ALL the north America come back. Watch out your ""brother"" in North",qcpluie
1364,@realDonaldTrump @TuckerCarlson 4 + 4 = 8 Trump 2020,turealshow
1365,@realDonaldTrump @TuckerCarlson You literally left your supporters to die in the cold and haven’t said anything 😂 how pathetic and small,mariogambinooo
1366,@realDonaldTrump @TuckerCarlson Thank fuck,nickknowles
1367,@realDonaldTrump  great idea! https://t.co/2hvd47dVmx,CMaschera
1368,RT @GaylenHightower: @realDonaldTrump @TuckerCarlson Because it's a damn lie.,irishcoachbag1
1369,"RT @mylrhg1957: @realDonaldTrump Ballrooms, candles and luxury cottages: During Trump’s term, millions of government and GOP dollars have f…",Denise03645669
1370,@realDonaldTrump @TuckerCarlson 4 years of Trump is too much for anyone!,conbontalk
1371,"@realDonaldTrump Daily US coronavirus cases have risen by a record average of 71,832 over the past week, according… https://t.co/105bPxar8q",stujmatthews
1372,@realDonaldTrump https://t.co/ndWLAdQfSG,zsuzsa08
1373,@realDonaldTrump I agree with Trump and fellow Republicans for their elitist attitude toward people without college… https://t.co/6e8oowi0S6,ray14502
1374,@realDonaldTrump @TuckerCarlson https://t.co/Bg99KgfCt9,SusanWoodhull1
1375,@realDonaldTrump @TuckerCarlson But Biden is supposedly gonna win by 10 points 🙄🙄🙄🙄  How does the #media have any credibility ??,bbogaard
1376,@realDonaldTrump @TuckerCarlson You mean the show even Fox News claimed shouldn't be taken seriously?  https://t.co/jEwGmQWLEw,CW_Kilk
1377,@realDonaldTrump VOTE OLD McDONALD OUT!  VOTE DONALD OUT!!  VOTE DONALD OUT!!  VOTE DONALD OUT! 100%  VOTE DONALD O… https://t.co/5ICyH70DUm,hildamarmolejo
1378,@realDonaldTrump @TuckerCarlson https://t.co/rboDJ1yKvC,LisaSin62622281
1379,@realDonaldTrump @TuckerCarlson A vote for Trump is a vote for 4 more years of 2020.  Think about it.,ConservBlue2020
1380,@realDonaldTrump @TuckerCarlson Vote Biden,DromeyHeeter
1381,@realDonaldTrump https://t.co/An6vrIG2Ss,DannieM1
1382,@realDonaldTrump @TuckerCarlson Maybe because it’s bullshit and not factual?,AukerDean
1383,"@realDonaldTrump Yes, Mr. President. We treat the virus this seriously. Truth be told, if you and your administrati… https://t.co/BN1MAtsnIV",illegitimus
1384,@realDonaldTrump @TuckerCarlson 3rd nov,Ianyoungish
1385,"RT @wdunlap: @realDonaldTrump @TuckerCarlson Christine Blasey Ford: ""I have no witnesses, no details, and no evidence"" Media: ""Extremely Cr…",reccninc
1386,@realDonaldTrump @TuckerCarlson I wish lenders would forgive a quarter billion in loans for me like they did for yo… https://t.co/HmMWF4C1ri,JeffJoh86666225
1387,@realDonaldTrump https://t.co/ac732zspuO,genie6258
1388,RT @scientificrealm: @realDonaldTrump https://t.co/BBIzZaEj0H,drseid
1389,"@realDonaldTrump @SeanParnellUSA @TheJusticeDept Oh, but you “love” Pennsylvania? Creep.",starboardgirl
1390,RT @HKrassenstein: @realDonaldTrump Did Mexico ever pay for your imaginary wall?  Didn’t think so.,55andwhat
1391,"@realDonaldTrump You  are fighting for your country.  With China, with Europe, with Russia.  With the latest Corona… https://t.co/U6OcbyLFU6",tugaytorun
1392,RT @OwnRules: @realDonaldTrump Know your criminals: https://t.co/SwYQlR4yQ0,Americantaxpr
1393,@realDonaldTrump @TuckerCarlson Because it’s fake news,moez
1394,@realDonaldTrump “Appropriately great” wtf 😂,realdavehvs
1395,@realDonaldTrump @TuckerCarlson It's a Russian disinformation story! If you'd listen to your intelligence briefings… https://t.co/DGZ55GM5ag,kennethp1
1396,@realDonaldTrump @TuckerCarlson How’s the stock market angle going?🥶🥶🔥🔥😂😂,EngelJim
1397,@realDonaldTrump @TuckerCarlson They block a lot of your content on my tweetdeck,dmaclaren2
1398,@realDonaldTrump People are awake now. Proof is in the Rally’s.,beverly11016122
1399,@realDonaldTrump After the Omaha Rally... #TrumpDoesntCareAboutYou https://t.co/dilFHCg7SL,sp_eddie
1400,@realDonaldTrump I agree with Trump and fellow Republicans for their elitist attitude toward people without college… https://t.co/NYILfcdZsm,ray14502
1401,@realDonaldTrump  @kayleighmcenany  @TrumpWarRoom  Listening to CSPAN and the social media hearing Sen Blumenthal j… https://t.co/4omi00aEQ1,pamdju
1402,RT @HKrassenstein: @realDonaldTrump @TuckerCarlson How about we talk about Ivanka’s Chinese trademarks that she got while you threatened ta…,th_pan
1403,@realDonaldTrump Reminds me of Jonestown.,Rebels_rise_up
1404,RT @TSUNAMIBLUE2020: @realDonaldTrump #RidenWithBidenAndHarris2020 https://t.co/veqjkGH6dg,highroads21
1405,RT @dvillella: @realDonaldTrump #TrumpIsCorrupt   https://t.co/C3lKJJu3qf,Mary73133324
1406,"@realDonaldTrump Yeah, look at Jos run down those steps...not slither down like fat potus.",mrgreekboy
1407,@realDonaldTrump @TuckerCarlson Carlson is just entertainment. He won a Court case remember. His defence was everyo… https://t.co/bq5hJxICmT,tumbleweeds666
1408,@realDonaldTrump @TuckerCarlson We worried about covid that’s gonna disappear after the election like u said 😆,KUNTRYKANG
1409,RT @HKrassenstein: @realDonaldTrump @TuckerCarlson How about we talk about Ivanka’s Chinese trademarks that she got while you threatened ta…,RhondaRRichard1
1410,@realDonaldTrump The election will be over for you on November 3rd.,sarahmc24
1411,@realDonaldTrump Traitorous POSHIT https://t.co/GdGAIQccPL,DenaKayHall1
1412,@realDonaldTrump @TuckerCarlson Tucker Carlson Lawsuit defense says it all:  https://t.co/MEWMsyUf6q,musichick3
1413,"@realDonaldTrump @TuckerCarlson If it is so corrupt, please post the facts, we would like to see, post something to… https://t.co/ZntlBjwSkN",PeterPa67768108
1414,"@realDonaldTrump @TuckerCarlson TRUMP WINS GUYS, TRUMP WINS VOTE TRUMP 2020 🇺🇸",FortesIgorj
1415,"@realDonaldTrump @TuckerCarlson It is almost as if the story, like you,  is full of shit",FredFredson69
1416,@realDonaldTrump @PressSec 👇🏻👇🏻👇🏻 https://t.co/Ncib2dhh7m,dkahn369
1417,@realDonaldTrump @TuckerCarlson hee hee hee. love it,screami26845977
1418,RT @JRubinBlogger: @realDonaldTrump So much for the party of life. R's don't care about the worst mass civilian death in our lifetimes. I N…,lnr70497010
1419,"RT @JmkWalkow: @realDonaldTrump @TuckerCarlson Again we are missing Microsoft and Amazon CEOs, just google idiot and check image section to…",JmkWalkow
1420,@realDonaldTrump @TuckerCarlson https://t.co/KinRsTcVCD,MarknMd
1421,@realDonaldTrump @TuckerCarlson Mr President is there any way you can put this information on the White House and o… https://t.co/sk1M5cVVup,KirkAmenta
1422,@realDonaldTrump @RayaneVerdier #affiliatemarketing #digitalmarketing #affiliate #business #marketing… https://t.co/GSasqEmvAo,Suzmas3
1423,RT @HKrassenstein: @realDonaldTrump Drugs are flowing into this country at rapid rates because you refuse to understand what real border se…,55andwhat
1424,@realDonaldTrump The comparison is great!  One man showing complete disregard to his supporters well being in multi… https://t.co/0JcavQGOEY,JulaineNickels
1425,@realDonaldTrump @TuckerCarlson $300M in YOUR tax dollars was reallocated to Trump's reelection. That's 300 MILLION… https://t.co/YoWLKMAj0K,ShironRedshift
1426,"@realDonaldTrump @TuckerCarlson Please show people your proof about all of this,you don’t have any so STFU already.",DonRoss70457790
1427,@realDonaldTrump @JSlate__ Would be nice if you stopped politicizing and trivializing this pandemic. You should spe… https://t.co/sqT1AncGZT,OpusVI1
1428,@realDonaldTrump Left without transport back to their cars in freezing weather,Wyldhare
1429,@realDonaldTrump - the facts speak for themselves and it’s good to see these social media tech giants being held to… https://t.co/lQ9DDFgYGP,JessySlice
1430,@realDonaldTrump My mother cannot breathe now.  How does it feel to still be able to breathe?  https://t.co/cNJ8cO8JIp,sucks_scott
1431,@realDonaldTrump. Why aren't you doing an executive order for the second stimulus checks before the election. Why a… https://t.co/vLOTxWB0m7,JeffRay15838612
1432,@realDonaldTrump This was on Fox! https://t.co/v4SrcGevvK,MMTC661
1433,RT @JIE320: @realDonaldTrump https://t.co/9g5zhEdPJ4,PatriotWild
1434,@realDonaldTrump @TuckerCarlson YOU’RE TALKING ABOUT IT RIGHT.   NOW.,imogensound
1435,@realDonaldTrump @TuckerCarlson It’s all there people. Biden is a criminal selling influence and people think it’s… https://t.co/XvLkFDG98h,sharlenemarybur
1436,@realDonaldTrump They would have to sign up in different states they can't just sign up they can't sign up in Washi… https://t.co/vSPnpHMivs,jbmjam1
1437,@realDonaldTrump At least Joe can walk down a set of steep stairs. You struggle walking down a gentle ramp. We also… https://t.co/u45flwCb2H,Alison10588616
1438,RT @PRodSpeaks: @realDonaldTrump @TuckerCarlson Everyone knows that Tucker exaggerates and lies. Fox's own lawyers!!! said people shouldn't…,baby_blimp
1439,"@realDonaldTrump You give money to farmers for screwing them over. What about the rest of us?! Oh, I almost forgot,… https://t.co/ptjYZI8gjM",CheyennesMoon
1440,"RT @wdunlap: @realDonaldTrump @TuckerCarlson Christine Blasey Ford: ""I have no witnesses, no details, and no evidence"" Media: ""Extremely Cr…",MiLick74
1441,"@realDonaldTrump @TuckerCarlson We need a statement about the riots, and the ATF going rogue regulating pistol brac… https://t.co/dwWDNefxGR",Robcat72
1442,RT @JeffreyGuterman: @realDonaldTrump You almost killed people in Omaha by abandoning them in the cold. And markets are down—again. You’re…,sharnettereese1
1443,@realDonaldTrump https://t.co/6ScdKx7VEr,truckdriversam
1444,@realDonaldTrump Trump is a corrupt politician who raked in money from the American taxpayers to support his lavish… https://t.co/bno1IXf618,HeatherRuthDur2
1445,@realDonaldTrump https://t.co/mtefvr5G0M,MikeJoh91555097
1446,@realDonaldTrump Please tell us again about how great the economy is under this 🤡 https://t.co/V9ytSsqNsV,Jeff_DeSpain
1447,@realDonaldTrump What you mean to say is:  “Volunteer to be a Trump Election Disrupter And Bully Poll Watcher”.  We… https://t.co/MpsjJvAc0M,DiannaMaria
1448,@realDonaldTrump @TuckerCarlson It’s amazing you threaten American people if they don’t re-elect you as president y… https://t.co/qGRl8jz51s,SerenityH198
1449,@realDonaldTrump  so much winning. 😡 https://t.co/TcCRojaszl,RussAll2112
1450,"@realDonaldTrump @TuckerCarlson Because its all a LIE, you old man!",DornNienaber
1451,@realDonaldTrump @TuckerCarlson https://t.co/cxz4LJuDUo,chato855
1452,@realDonaldTrump @TuckerCarlson Release your taxes #LiarInChief,Michael87203025
1453,"@realDonaldTrump @TuckerCarlson Learned about Trump's business sense in his explanation of his health care ""plan"".… https://t.co/hXorQKkAvu",dkoch65
1454,@realDonaldTrump I'll sir,EllzeeO
1455,@realDonaldTrump https://t.co/jwHSYjcmKd,FindingCullenS
1456,"RT @mmpadellan: @realDonaldTrump We're voting for the guy who believes in science...and can handle a glass of water, a ramp, and a flight o…",Keyshawn413
1457,@realDonaldTrump @TuckerCarlson Emm. Tucker Carlson ? Are you kidding me ?,grayyy1232
1458,@realDonaldTrump Federal court said that illegal 🤣😂🤦🏿🤦🏿,slayrantula35
1459,@realDonaldTrump Covid-19 will be talked about after the election and until it is no longer a serious threat to our… https://t.co/UH5Qs1vTWs,DebbieDrewVins3
1460,@realDonaldTrump Have your transportation people determine the total savings to the individual and businesses since… https://t.co/kKCYC7NQ0T,jtaplin1
1461,RT @ChidiNwatu: @realDonaldTrump Trump is jealous of Covid’s media coverage.” ~ President Obama.  Obama was right.,TheOldPeeps
1462,"@realDonaldTrump It’s incredible, does he really not see the irony?",C0ntroledMayhem
1463,RT @mmpadellan: @realDonaldTrump Thousands of trump supporters stranded in Omaha. Hundreds of thousands of Americans dead from COVID. Milli…,MonaLisas4Biden
1464,@realDonaldTrump @TuckerCarlson It's bullshit &amp; you know it.,PGeaux
1465,@realDonaldTrump @TuckerCarlson https://t.co/zKKEVo93Wf,nharmon1023
1466,@realDonaldTrump @TuckerCarlson because it's fake,johns_lebron
1467,"@realDonaldTrump @TuckerCarlson You just debunked your own statement, and also, that's been debunked already buddy.… https://t.co/kyOiQMJVZv",chemputersci
1468,@realDonaldTrump OF OUR MONEY!  BECAUSE OF YOUR TOTAL INCOMPETENCE!! YOU’RE WELCOME STUPID🖕,bj_erngren
1469,@realDonaldTrump https://t.co/QZgYxAwzq1,AnnAubrey37
1470,@realDonaldTrump @TuckerCarlson https://t.co/7nokjjO8CR                                                         Dic… https://t.co/7v399ZHqgd,dickiegoodman
1471,@realDonaldTrump That's because you don't care for your far-rights health.,SUNDER__1
1472,@realDonaldTrump We will. Thats why were voting BLUE,JS44825069
1473,@realDonaldTrump @TuckerCarlson Doing such censorship is not free and should be investigated. Now the networks are… https://t.co/6741Rkkaes,gonzalezal2
1474,@realDonaldTrump @TuckerCarlson The aroma of desperation and diet dr. Pepper farts fills the air.,DjMightyMi
1475,@realDonaldTrump @TuckerCarlson It is you and your cronies that are the Lanestream Media. Can’t lie in Facebook or… https://t.co/9aKVqO6NSZ,politicalresur1
1476,@realDonaldTrump I agree with Trump and fellow Republicans for their elitist attitude toward people without college… https://t.co/pphLjhVgvF,ray14502
1477,@realDonaldTrump @TuckerCarlson #TrumpIsANationalDisgrace https://t.co/hKKb0KKIXN,benny19784
1478,@realDonaldTrump Says the superspreader!  VOTE BLUE! https://t.co/gUtxvd69C3,sa4819
1479,@realDonaldTrump Look in the mirror and your children's faces if you want see what real corruption looks like.,kimtr
1480,@realDonaldTrump @TuckerCarlson Wow you should totally leave Twitter forever as psyback,D_A_Stone
1481,@realDonaldTrump @TuckerCarlson MAGA 2020! Thank you for fighting the deep state President Trump!,lisabak31550347
1482,@realDonaldTrump NO FU&lt;KING WAY,Joann44371735
1483,@realDonaldTrump @TuckerCarlson Tucker Carlson! https://t.co/ZNgbLp1wC5,BillWilliam69
1484,"@realDonaldTrump Their plan is to only raise taxes on those folks that earn over $400,000 a year! How many regular… https://t.co/lQegnWULtg",cardinalsfan192
1485,"@realDonaldTrump Ummm, I think you’re reading it wrong... https://t.co/hoVDFopulq",Shhhh__quiet
1486,"RT @wdunlap: @realDonaldTrump @TuckerCarlson Christine Blasey Ford: ""I have no witnesses, no details, and no evidence"" Media: ""Extremely Cr…",WincentSofia
1487,@realDonaldTrump @TuckerCarlson @FoxNews said through its counsel regarding a litigation case that @TuckerCarlson i… https://t.co/y0No3lSh5V,TheMeanMikey
1488,RT @BarbuUn: @realDonaldTrump @TuckerCarlson Twitter: Their opinions are so biased. They need to be investigated . . . . . .,BarbuUn
1489,@realDonaldTrump @TuckerCarlson IMPEACHED FOREVER!!! #TrumpMeltdown  #VoteBlueToSaveOurDemocracy  #VoteBidenHarrisToEndThisNightmare,JimmyJanes
1490,@realDonaldTrump @TuckerCarlson https://t.co/MSmtMHm30v,Qwrk_K2
1491,@realDonaldTrump VOTE OLD McDONALD OUT!  VOTE DONALD OUT!!  VOTE DONALD OUT!!  VOTE DONALD OUT! 100%  VOTE DONALD O… https://t.co/HGVHsUbnFW,hildamarmolejo
1492,"@realDonaldTrump @TuckerCarlson No dude, the biggest story was what happened in Omaha and it's EVERYWHERE! LIVID LI… https://t.co/N0GOFzTuGw",Meidas_Wendy
1493,"@realDonaldTrump @TuckerCarlson ""...the any mention"": truly amazing English skills from a #StableGenius. #DumpTrump2020",justinraywolfe
1494,"@realDonaldTrump President Trump, you have a tremendous audience where you need to show on the big screens the inte… https://t.co/Hj9RKieiJV",MaryRauen1
1495,@realDonaldTrump @TuckerCarlson Pull their 230,tmdvg02
1496,"@realDonaldTrump how about this instead?  ""As Donald Trump fights to win a second term, most of the world cannot wa… https://t.co/59J8N9oLU2",NeverTheLessNC
1497,@realDonaldTrump @TuckerCarlson Because it's fake news just like @seanhannity or @TuckerCarlson and @FoxNews,kygrannyof12
1498,@realDonaldTrump @TuckerCarlson Fools in the Fox News Nation believe your lies. No one else do. And you rightly put… https://t.co/JMG6lLAWi2,IvanASK7
1499,@realDonaldTrump And you left them stranded just like you have done to the rest of America.,KlondonLondon
1500,@realDonaldTrump @TuckerCarlson https://t.co/QI46ePdWc2,NiceTry88352435
1501,@realDonaldTrump @TuckerCarlson 😁joe budden sleepy oh my God  god blass you trump family .,aymannfakhoury
1502,@realDonaldTrump @TuckerCarlson Tucker Carlson fought in court to prove he is a liar...fact.,_Clevelander
1503,@realDonaldTrump @Twitter Isn’t this an overt violation of your rules as #disinformation about #covid?,NOTFAKEART
1504,@realDonaldTrump @TuckerCarlson Because it's just that...a story...,wildwillie13
1505,@realDonaldTrump @TuckerCarlson Because it’s a lie but you don’t seem to comprehend this concept,DeannaPervis
1506,"@realDonaldTrump Naw, she sucks.",pearson_justin
1507,@realDonaldTrump @TuckerCarlson https://t.co/5l5NtJqGCS,John15427114
1508,@realDonaldTrump @TuckerCarlson You need to pay for Advertisement . . . Didnt you know?,anradila17
1509,"RT @EricWolfson: @realDonaldTrump Actually, Trump’s Omaha rally was like his presidency: He leaves Americans stranded in the cold—even the…",elsiepiano
1510,"@realDonaldTrump @TuckerCarlson I guess because it’s FAKE NEWS!! (Wow, where did that term come from?)",karlfarbman55
1511,"@realDonaldTrump Barrett has never tried a case to verdict or argued an appeal in any court, nor has she ever perfo… https://t.co/WB852INf3l",loris42864
1512,@realDonaldTrump I agree with Trump and fellow Republicans for their elitist attitude toward people without college… https://t.co/S748ZjcJUT,ray14502
1513,@realDonaldTrump @TuckerCarlson https://t.co/kfZADZHK8M,riskyappetite
1514,RT @HKrassenstein: @realDonaldTrump There are people literally starving in America and you are bragging about getting $200 million in loans…,55andwhat
1515,@realDonaldTrump You nearly killed some of them outright imstead of waiting for CORONA to do it for you. Pathetic.,cnarq02
1516,@realDonaldTrump @TuckerCarlson Its amazing that you are in charge of the country and cant even manage the virus bu… https://t.co/orlCxgKNK5,Stephen21546749
1517,@realDonaldTrump @TuckerCarlson Twitter does not allow fake news. https://t.co/MpeqiRHd0R,PaulusAr
1518,RT @scientificrealm: @realDonaldTrump https://t.co/Q6xvUxWHF7,drseid
1519,@realDonaldTrump @TuckerCarlson COVID. The official virus of Donald Trump https://t.co/b7BOhueby5,MichaelChiz1
1520,@realDonaldTrump @S_Starr1700 @TuckerCarlson Influence peddling and treason,FrankDuffy
1521,"@realDonaldTrump Big difference, eh @globalnews",manuel_fig_del
1522,@realDonaldTrump https://t.co/Dkg38VckVM,Oops_the_Poops
1523,@realDonaldTrump @TuckerCarlson They block fake news.,FlaniganDouglas
1524,"@realDonaldTrump For someone who hates socialism, you sure push it a lot.  $28 billion GIVEN to farmers is a social… https://t.co/2ERYjdJca2",ElijasSunshine
1525,@realDonaldTrump @TuckerCarlson YOU SUCK THE AIR OUT OF THE UNIVERSE ON ANY ITEM ADDRESSING CORRUPTION !,kingbungy
1526,@realDonaldTrump @TuckerCarlson Perhaps the media was distracted by the story of a campaign leaving its elderly sup… https://t.co/lvql5nb4XZ,TomLglEdtr
1527,"@realDonaldTrump Kind of like Rudy, be a pole puller. https://t.co/VE0QeuvLsa",stu_pidasseaux
1528,@realDonaldTrump Your business operates in China. Your daughter’s business operates in China. You are directly and… https://t.co/sq8HmYz0Hw,matthew_social
1529,"@realDonaldTrump Watch what? Why won't anyone answer this, lol. Watch the tsunami of 🌊🌊🌊? Watch your supporters cry… https://t.co/gQu53T6uiP",Ksherman1216
1530,@realDonaldTrump @TuckerCarlson https://t.co/snYZSqFrko,dominickibet91
1531,"@realDonaldTrump Trump, trump, trump a mass purveyor of fake news.",greenberg_david
1532,"@realDonaldTrump @TuckerCarlson You did this, you evil, selfish POS. Exactly what you’ve done to America by ignorin… https://t.co/uYmZOonVcA",EcoSexuality
1533,@realDonaldTrump Thousand of negative IQ cult members with no regard for their patriotic duty to stop the spread of… https://t.co/kRxUTmsOEW,PeterFalcon11
1534,@realDonaldTrump @TuckerCarlson Seven people ended up in the hospital for hyperthermia in Omaha after Trump left th… https://t.co/fmVCjM2S8d,dac102362
1535,@realDonaldTrump @TuckerCarlson Umm it only lives in your mind,SusanWhalley4
1536,"@realDonaldTrump @TuckerCarlson Aww... poor baby, can’t spread is lies and filth",bober_ti
1537,@realDonaldTrump https://t.co/6gQgIOSARm,germs14836451
1538,@realDonaldTrump @TuckerCarlson Yawn 🥱   Your desperation is showing 🤣🤣🤣,DebbieSVA
1539,"@realDonaldTrump I ""tried"" watching CNN last night and proved Trump is absolutely correct!  COVID, COVID, COVID.  N… https://t.co/0GVyCzHLxb",MarceloBarth5
1540,@realDonaldTrump @TuckerCarlson https://t.co/fkCbWWIVJm,Mark42024274
1541,@realDonaldTrump @TuckerCarlson Are you paying Tony Boobulinski out of your shell company in Delaware that you used… https://t.co/Ha6Xhy7l4o,fauda_gaza
1542,@realDonaldTrump Is it a situation where you provide the transportation? #Omahastranded,julietfes
1543,@realDonaldTrump @TuckerCarlson https://t.co/XgP0J7L9TN,RuanLotter
1544,"@realDonaldTrump @TuckerCarlson It’s all bullshit, that’s why. So is @TuckerCarlson",scott_ullrich
1545,@realDonaldTrump You are the swamp😡,StraightUpBlack
1546,RT @ChidiNwatu: @realDonaldTrump What kind of sick man abandons his supporters in cold freezing to death?,sharnettereese1
1547,"@realDonaldTrump That was some primo Peruvian pink, yeah?",cubedoggy
1548,RT @RWTrollPatrol: @realDonaldTrump Even Fox news knows Trump is toast and that he's going to destroy the republican party.   https://t.co/…,AirstreamBlues
1549,@realDonaldTrump @TuckerCarlson That's scary!!!!,c_strongs75
1550,@realDonaldTrump You’d never be able to walk down those steps spanky.,LiberalMedian
1551,@realDonaldTrump @TuckerCarlson Biggest story right now is how you stranded thousands of people after your rally in… https://t.co/xxowaSadLM,justb518
