,text,user
1382,@JoeBiden Very original Joe. How much Adderall did it take to come up with that platitude?,Stricken1202
1383,@JoeBiden 😢💔,Mitchypoo007
1384,@JoeBiden SO Trump has been picking at OLD SCABS ??? LOL you shouldn’t talk about yourself that way Joe 😂😂😂😂😂😂😂😂,Charityme007
1385,@JoeBiden https://t.co/b69sEHY9Sp,andreatamponi
1386,@JoeBiden with YOUR leadership YES WE CAN!  with trump in the White House NO WE CANT!,quietstormNC_
1387,@JoeBiden You got this Joe! #BidenHarris2020Landslide,shellybeads
1388,@JoeBiden How about asking the aliens you keep prisoners in Roswell ?,StephNCE
1389,@JoeBiden But we’re being destroyed from within.,myhouseSTILL
1390,@JoeBiden Strong words!,TorahJews
1391,@JoeBiden History of Democrats https://t.co/6x6uhfQr9L,RyanKilby4
1392,RT @whodatchacha: @JoeBiden @KamalaHarris  We Need Real Leadership @ltgrusselhonore Is The Person We Need Over #COVID19 task force &amp; @SeanP…,DwntwnDave
1393,@JoeBiden https://t.co/9TuEocfUQE,topcat172
1394,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,TheeHumorist
1395,"RT @JeffreyGuterman: @JoeBiden We are in the home stretch, Please encourage every Democrat you know to #VOTE #BidenHarris2020.",CarlosTryidero
1396,@JoeBiden But can we conquer the Chinese threat with a compromised President Biden?,LiquidMath
1397,@JoeBiden Telling people ‘how’ would be useful. If you  are reading this as a voter and haven’t asked that question… https://t.co/mkUIj3kV8t,Coalbunker3
1398,@JoeBiden Maybe their kid shouldn't have come running at police with a knife. #responsibility,TraciParrish20
1399,@JoeBiden You can’t BEAT any virus.    You can find treatments (Trump doing this) You can find vaccines (ditto)  HO… https://t.co/9IGM0oNlVn,Mobie88891684
1400,@JoeBiden SO it's ok to charge police officers with a deadly  weapon.,glennemay
1401,@JoeBiden Can you explain your daughters allegation in her diary of inappropriate showers and years of molestation?,rlytle_98
1402,@JoeBiden @KamalaHarris https://t.co/QvI6qEGZej,funnypolitics20
1403,"@JoeBiden must talk about the current and ongoing collapse in the stock market, given the impact of Covid.… https://t.co/PovwNHazz3",spdrmnx
1404,@JoeBiden Traitor.,WPutzi
1405,"RT @Dknight10k: @JoeBiden There's Trump, who is literally spreading the virus, death, and destruction and then there's Biden, who wants to…",gillian_folmar
1406,@JoeBiden https://t.co/95DTKtZvU4,DonaldRoessler
1407,RT @whodatchacha: @JoeBiden @KamalaHarris  We Need Real Leadership @ltgrusselhonore Is The Person We Need Over #COVID19 task force &amp; @SeanP…,kathrynhorsman
1408,@JoeBiden Love you joe♥️,sandrar54296596
1409,@JoeBiden Yeah. Fuck the virus!! It sucks!,KnowBod49907783
1410,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,jcdepriestsr1
1411,@JoeBiden https://t.co/Sbwm5XI7H8,peter_rabbit35
1412,@JoeBiden @BarackObama What about the kids living in warzones like his home state Chicago getting shot through wall… https://t.co/zd2HILpmZX,DavePurdon1
1413,RT @freddyatton: @JoeBiden @iamwill @IAMJHUD Your video was added to...  𝗧𝗥𝗨𝗠𝗣 𝗩𝗜𝗗𝗘𝗢 𝗟𝗜𝗕𝗥𝗔𝗥𝗬  channel 6⃣ 𝗿𝗮𝗰𝗶𝘀𝘁 𝗰𝘂𝗹𝘁 𝗹𝗲𝗮𝗱𝗲𝗿  https://t.co/U…,CharleneRJones
1414,@JoeBiden We can’t beat the virus if we allow the virus to defeat us.  Joe Biden wants more shut down and businesse… https://t.co/A9riyF4k2i,Bill43652667
1415,@JoeBiden Doom. Doom. Dooom. We are going to meet a dark reality. We are racist. Suppressive. Horrible people. The… https://t.co/zFCbmBlkyo,RepublicanRon20
1416,RT @TheProtestFilms: @JoeBiden 6 Days! #answerthecall #VOTE ! https://t.co/Wx0X26arhu,Shakti74572
1417,RT @Jtwolff2: @JoeBiden Thank You President Biden!!! https://t.co/FgnjTQTnzs,DianeAnanda
1418,@JoeBiden https://t.co/9TuEocfUQE,topcat172
1419,RT @RepsForBiden: @JoeBiden In 6 days we’re firing the worst president in history! #YouAreFired https://t.co/L948Vk474C https://t.co/61kfD6…,Dogger6337
1420,RT @danniloves2shop: @JoeBiden I choose FREEDOM and an American president that actually looks out for all Americans with his policies #Trum…,danniloves2shop
1421,@JoeBiden Plausible deniability Joe. 🇺🇸,Agbacker
1422,@JoeBiden https://t.co/9eGM7rA5KZ,Bingluo5
1423,@JoeBiden I love Joe Biden! He does sound like the Psw Patrol but they always come thru!,joanne_labik
1424,@JoeBiden Sounds like we are going back to war with the Mideast again.  Thanks Joe 💩,MikeDiAngelis1
1425,"@JoeBiden Exactly, we will defeat you Joe the candidate and Joe the virus",tnpennsfan
1426,"@JoeBiden Trump isn't running against Joe Biden alone, Trump is running against the global news media and it's glob… https://t.co/segn3quRlq",nocarius
1427,"@JoeBiden Forget blue/red states, what matters to me is how many voters Trump lost out of those who died/got sick f… https://t.co/DwReHP7VIZ",drake_mister
1428,@JoeBiden For that we need Trump!,jishnu0605
1429,@JoeBiden Division started when you were VP old man... Almost time to change your bed pan,above_atmos
1430,@JoeBiden NO the crossroads already existed &amp; came to a head when YOU came into the Whitehouse.  We PROTESTED with… https://t.co/bXR4Vsi2d7,AmericanSwede5
1431,"RT @someknew: @JoeBiden Philadelphia, Pennsylvania groovin to vote for Joe Biden.  https://t.co/rJXkZSQaFd",CharleneRJones
1432,@JoeBiden How exactly are you going to do this?,blakevllr
1433,@JoeBiden https://t.co/0ZagBrE83a,dreamer18118
1434,@JoeBiden https://t.co/vsEKFLv2N9,theRobGarber
1435,@JoeBiden you go joe keep fight,Len27282606
1436,@JoeBiden We are beating it. Look at the death rates doofus. You wouldn't do shit differently.  You would make us t… https://t.co/nljwmaHIQw,victorsin1_2_3
1437,@JoeBiden America Strong in November. Please eradicate the Virus. The Coronavirus too. Positive vibes from Canada 🇨🇦,retiredknitwit
1438,@JoeBiden @PalmerReport Agreed. We CAN beat down the #PROAct,hinchberger
1439,RT @Chad_WhoDat: @JoeBiden You’re done. #TonyBobulinski,halnjosmom10
1440,@JoeBiden You’re delusional. The virus will not be beaten by stealing Trump’s COVID plan.,RobertaGM
1441,@JoeBiden https://t.co/Mzr4A8WgNO,Bingluo5
1442,@JoeBiden Six days until you're officially cashiered from relevancy.,WorldWarIII1987
1443,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,reallychristy
1444,@JoeBiden Biden you want to be president to make money for you and your family it’s time for you to retire.,BrianPe85272040
1445,"@JoeBiden We are the United Staes of America, and we are beating the virus...now if we could only get rid of your p… https://t.co/lIzUzD1p3e",HauswirthJeff
1446,@JoeBiden https://t.co/QvI6qEGZej,funnypolitics20
1447,"@JoeBiden TOO damned much planning and looking for a commission to blame for the past 50 years!! Your ""Use By"" date has expired.",johnmcc27016891
1448,@JoeBiden #JoeBiden a tiger never changes it stripes unless there is an election coming! Please explain this! https://t.co/Rv3KsGy5pk,ScottM4Trump
1449,@JoeBiden https://t.co/X9UbpBid6G,CarolZ20180214
1450,@JoeBiden WTF joe? The guy is charging officers with a knife. What do you want them to do? Give him a hug ???,Chris14493595
1451,@JoeBiden Can you explain your daughters allegation in her diary of inappropriate showers and years of molestation?,rlytle_98
1452,"@JoeBiden No enemy @resfoundation ,,,, #midoit1 @UNWTO but were is my @MONEY  ? Iam out side @politico and @UNDPPA… https://t.co/S1ydINczWr",Mido68958384
1453,@JoeBiden Warp Speed program coordinated and funded research into COVID vaccines and antivirals  the rest nothing n… https://t.co/P2WDde6LtM,2020stand1
1454,@JoeBiden https://t.co/12gY4HAwuY,78ricardolano
1455,@JoeBiden https://t.co/pDuXD1eZUY,mandyKesley
1456,@JoeBiden https://t.co/vs1uX6cCXM,hessel424
1457,@JoeBiden Joe you have some explaining to do.  Question 1.  Did you meet with Tony Bublinski regarding your China d… https://t.co/EurN4rIour,Tadrog
1458,"RT @ShironRedshift: @JoeBiden @iamwill @IAMJHUD Trump's racism truly knows no bounds. It was apparent 4 years ago, and it's tragically just…",CharleneRJones
1459,@JoeBiden Voted for you last night! Very happy to do so!,jayritty_
1460,@JoeBiden Can you explain your daughters allegation in her diary of inappropriate showers and years of molestation?,rlytle_98
1461,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,nancy_fleming
1462,@JoeBiden Italy is rioting because they’re trying to lockdown again...,lpeeazzy
1463,@JoeBiden Vote Sleepy Joe 2020 https://t.co/l34srFSaSI,bvxw10
1464,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,CPointRaff
1465,"RT @JeffreyGuterman: @JoeBiden We are in the home stretch, Please encourage every Democrat you know to #VOTE #BidenHarris2020.",muddyinpb
1466,@JoeBiden Im voting for Nicki Minaj for Favorite Female Artist - Rap/Hip-Hop at the #AMAs,bitchimbored
1467,@JoeBiden  so if I vote for u ur gonna put Republicans in ur cabinet? Well I might as well vote for Trump if ur gon… https://t.co/OvvPVbPYlO,alexdkelley
1468,@JoeBiden Trump won't contain covid 19 because he doesn't have a plan the only way it can be contained is by biden and kamala Harris,KevinJosephKel1
1469,@JoeBiden The UNITED states 🇺🇸 to govern for ALL regardless how they may have voted The greatest threat is not from… https://t.co/ZqQuSvOjkG,nigelj08223325
1470,"@JoeBiden Well down, dad !! keep ppl only concentrate on the virus. So I bring more food to the table for our famil… https://t.co/dyf7eCcDDi",MrQ56156943
1471,RT @Weinsteinlaw: @JoeBiden Losing this election is not an option.   Donate to @JoeBiden  https://t.co/HDrx16ckU5,christybernadet
1472,RT @Ohana_4Life: @JoeBiden #LaptopFromHell #whereshunter #weneedanswersBigGuy https://t.co/G0BtGfvLgl,GebronT
1473,RT @samiamsamh: @JoeBiden @iamwill @IAMJHUD holy crap  watch this  share this  live this  vote,CharleneRJones
1474,@JoeBiden Never forget Benghazi..Joe you let them fry...,siology101
1475,@JoeBiden How about feeling for the officers who didn’t want to shoot the criminal but he forced them to do it by r… https://t.co/E8IAIvxlnp,ImOverIt69
1476,@JoeBiden Took mine in weeks ago,ScottLivesey77
1477,"@JoeBiden ONLY A VACCINE WILL BEAT THIS CHINESE VIRUS GLOBALLY.  YET, NO CURE FOR BIDENS' CORRUPTION AND SELF-DEALI… https://t.co/HrXPnxH37q",Joseph48732589
1478,@JoeBiden Can you explain your daughters allegation in her diary of inappropriate showers and years of molestation?,rlytle_98
1479,"RT @JeffreyGuterman: @JoeBiden We are in the home stretch, Please encourage every Democrat you know to #VOTE #BidenHarris2020.",JOANNMB20
1480,"@JoeBiden I’m sorry Joe, but won’t be able to renew your security clearance. Did you watch Tucker? Come on man! #Badchoices",LandreyMissy
1481,RT @Weinsteinlaw: @JoeBiden Losing this election is not an option.   Donate to @JoeBiden  https://t.co/HDrx16ckU5,stillst92325062
1482,@JoeBiden I voted early for @realDonaldTrump #Trump2020Landslide,Stop_Govt_Waste
1483,@JoeBiden https://t.co/QvI6qEGZej,funnypolitics20
1484,@JoeBiden I support Donald Trump...,Mohit33912144
1485,@JoeBiden In this case I’d not encourage standing together 😂 but definitely get your point.,Dave1ization
1486,RT @MORDE110: @JoeBiden #VoteEarly  #VoteLikeYourLifeDependsOnIt  #IVotedForJoeBiden  #COVID19 💙💙😷😷😷 https://t.co/76c1nklxXN,stshinn
1487,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,16thkid
1488,@JoeBiden I bet even Joe’s tweets are from a teleprompter.,FrankSmithy999
1489,@JoeBiden This is what a knife can do if a taser or mace doesn’t work. https://t.co/RVdD5sykYl,gcbengal88
1490,@JoeBiden Can't even remember the last president how can you remember these peoples names?,LibertyLiger
1491,"@JoeBiden Yes, an election that is about us as in ""We the People"" or the orange clownshow where everything is all a… https://t.co/28VfSzCZXG",suprddy
1492,"@JoeBiden I believe Biden would have handled it better but its here, only the citizens can stop it at this point. T… https://t.co/iVu3G3ugBB",thunder_crush
1493,"@JoeBiden Tell me, how?",AlDhifaoui
1494,@JoeBiden Covid cost 225 thousand live not President Trump.  Stop playing the blame game. It really is getting old.… https://t.co/221qUZ1daK,LindaAHaro1
1495,@JoeBiden Eh you thought the same about James Hodgkinson,EastAug
1496,RT @Weinsteinlaw: @JoeBiden Losing this election is not an option.   Donate to @JoeBiden  https://t.co/HDrx16ckU5,AshleyJudd
1497,@JoeBiden https://t.co/iHAngfNjgy,DonaldRoessler
1498,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,jeremyschug
1499,"@JoeBiden What if the enemy is my own nation's fascist police state? Magas have been threatening me for years, now… https://t.co/HnmqSIweve",PandamanimalJr
1500,@JoeBiden This virus? Yes! Biden 2020! https://t.co/cwdf5EIsl5,chrisb47
1501,@JoeBiden #IVotedBidenHarris https://t.co/UpF5RS9KOF,WillResistAdmin
1502,@JoeBiden What a crock,TraciParrish20
1503,@JoeBiden this is your POTUS?Biden calls himself Harris' running mate during campaign event in Atlanta,JamesZi59988592
1504,RT @jaywhyelle: @JoeBiden We leadership that cares and a coherent plan and cooperation between all states and people to keep the Covid numb…,Upschittscreek1
1505,"@JoeBiden Talk about something else.  All you do is talk about COVID, and many of us months ago knew the Democrats… https://t.co/sNgQnvVqXC",stylo4444
1506,"RT @MattWalshBlog: @JoeBiden Wallace was the latest BLM martyr with a history of abusing women. Just like George Floyd, he was guilty of fo…",Moniera1
1507,@JoeBiden JES JOE BIDEN FOR PRESIDENT THE USA !,Covid1959417790
1508,RT @whodatchacha: @JoeBiden @KamalaHarris  We Need Real Leadership @ltgrusselhonore Is The Person We Need Over #COVID19 task force &amp; @SeanP…,SweetLovely
1509,@JoeBiden is a RACIST PIG and a CORRUPT POLITICIAN and now he is getting paid money from CHINA THROUGH Hunter CORRU… https://t.co/tXrjzw06cX,RomerLou
1510,RT @SusanKBradford: @JoeBiden @berriesandblood In person or drop off box! Dont MAIL it! #VoteLikeOurLivesDependOnIt,raventerp100
1511,@JoeBiden Absolutely! President Trump! 🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲🇺🇲 #Trump2020LandslideVictory,ErnieHill18
1512,"RT @JeffreyGuterman: @JoeBiden We are in the home stretch, Please encourage every Democrat you know to #VOTE #BidenHarris2020.",Scralgy
1513,@JoeBiden https://t.co/UppudbVVeB,DigToTheTruth
1514,@JoeBiden @GeorgeTakei #Trump2020Landslide https://t.co/4Hjk7itztz,RichmondGuy67
1515,"@JoeBiden THIS IS THE VIRUS, JOE, DENOUNCE ANTIFA AND BLM. RAISE UP L.E.Os https://t.co/bCnAZb0gKw",TexasTarheel2
1516,@JoeBiden do Cops lives matter? The Philly cops were justified in what they did. Wallace should have been in jail n… https://t.co/m0BA61srN1,johnnycop
1517,@JoeBiden im voting for you dont worry you will make a great job😀,Santiag61212553
1518,@JoeBiden Oh Joe..PLEASE stop the dribble. Scare shit out on prospect of Trump 4 years.,kiteboardr12
1519,RT @whodatchacha: @JoeBiden @KamalaHarris  We Need Real Leadership @ltgrusselhonore Is The Person We Need Over #COVID19 task force &amp; @SeanP…,saba23
1520,@JoeBiden @PalmerReport ♥️Thank You Mr. President❤️,DumpLiarTrump20
1521,@JoeBiden Do it b4 extreme right wing scotus shuts down anymore post election counts like Wisconsin. Destroy him in… https://t.co/iXsBfixxG3,Biden2025193359
1522,"@JoeBiden Are You Talking about ""Donald Virus"" Or ""Covid Virus""?",BhaskarRaoV1
1523,@JoeBiden Thanks Big Guy! You are My Chairman,OmGRuSsIaRuSsIa
1524,@JoeBiden Biden Harris 2020 💙,watchandpray777
1525,@JoeBiden  Good for Joe Biden for having the courage to say that we need to move away from fossil fuels.  It needed… https://t.co/aePpDHRvHr,MarthaLoy
1526,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,RAMJAC
1527,@JoeBiden Amen to that Joe! I voted for you and Kamala! I pray you win and we take back the senate and put them in… https://t.co/rokiakOIYL,MaribethBreide2
1528,RT @BobQuarantine: @JoeBiden You’re eulogizing violent criminals on your twitter feed.  Talk about chaos and division...,Mashugana_Kat
1529,@JoeBiden Are you talking bout covid19 or trump? 😁,FutureEx_Pat
1530,@JoeBiden He has accomplished what no other politician has even tried; he has gained this control without the voice… https://t.co/zOJVNhzFmH,CARNESST
1531,@JoeBiden if this man doesn’t become president i’m becoming not alive ✋😀,thatfangirlbish
1532,@JoeBiden https://t.co/BcgsDLuoyD,Mumble1994
1533,@JoeBiden Bring it home Joe! #votejoe,RealGlennSmith
1534,"RT @JeffreyGuterman: @JoeBiden We are in the home stretch, Please encourage every Democrat you know to #VOTE #BidenHarris2020.",calie_campbell
1535,"RT @JeffreyGuterman: @JoeBiden We are in the home stretch, Please encourage every Democrat you know to #VOTE #BidenHarris2020.",JLP_7272
1536,"@JoeBiden .......aaaaaaand, that's a lid for today.",thornhillb
1537,@JoeBiden Race baiting?  A REAL PRESIDENT tries to keep the peace!,SuratPam
1538,@JoeBiden https://t.co/JZ8PjHlY4C,Crystal97497898
1539,@JoeBiden Joe Biden for the Nursing Home 2020  https://t.co/VOfNyINbkf,DonaldRoessler
1540,@JoeBiden https://t.co/3Cuy3MhgXo,dlh0404
1541,@JoeBiden,HoodTremaine
1542,@JoeBiden You are virus!! CCP virus!!,D82572096
1543,@JoeBiden What exactly does “beat this virus mean”?,cameron_zajc
1544,@JoeBiden I wouldn't give you the honor of wiping my @#$,Sheila96689914
1545,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,SubversiveMD
1546,@JoeBiden ok George 😂😂😂😂,AndreiPana16
1547,@JoeBiden #VoteEarly  #VoteLikeYourLifeDependsOnIt  #IVotedForJoeBiden  #COVID19 💙💙😷😷😷 https://t.co/76c1nklxXN,MORDE110
1548,@JoeBiden Let’s do this Joe!,retrolash
1549,@JoeBiden #PlausibleDeniabilityBiden #PlausibleDeniabilityBiden,CarlaSledge4
1550,RT @IllinoisRed1: @JoeBiden I must have missed your tweet about the 11 people of color murdered in Chicago last weekend. No broken heart fo…,QuantumWaver
1551,@JoeBiden Don’t blame Joe for this lie. His staff wrote this. He doesn’t remember what happened 2 hours ago.  Isn’t… https://t.co/By2b3dlPik,Almeycourt
1552,@JoeBiden No sir you know China and Ukraine!!,CycloneInsight
1553,@JoeBiden Thank God for operation Warp speed,lynda08223582
1554,"RT @ArthurSchwartz: @JoeBiden You’re “compromised” by the Chinese Communist Party, you despicable traitor.  https://t.co/StWimNsUCx",Mashugana_Kat
1555,RT @whodatchacha: @JoeBiden @KamalaHarris  We Need Real Leadership @ltgrusselhonore Is The Person We Need Over #COVID19 task force &amp; @SeanP…,ltgrusselhonore
1556,"@JoeBiden Easy: turn off TV, go back to work.",JimActual
1557,@JoeBiden #TonyBobulinski says you're a crook. Is it true?,JawayonW
1558,@JoeBiden #TonyBobulinski,vincenzogcosta
1559,"@JoeBiden @dhernan1972 Brother,I wonder if when he says ""we"" if he's including all those he called chumps??? 🤷‍♀️",Ang_Ang72
1560,@JoeBiden The ONLY thing you can do to beat this virus is if  there is a CURE!  If you keep insisting you can contr… https://t.co/m79cvf0mBv,kooky2222
1561,@JoeBiden Voted.,jaanderson_67
1562,"@JoeBiden Little hint, FISA works both way ! https://t.co/0N6H4FOYe7",SyrusPike
1563,"@JoeBiden Lock us up, Joe! Close our schools and businesses! We're filthy Americans! You and Fauci know best!",Stevebility
1564,@JoeBiden https://t.co/UREBNUQZuH,Atlas777777
1565,@JoeBiden Of course Joe has no regard for the small business owners who just had their businesses looted and burned again💩💩💩💩🤡,tuviaklein
1566,@JoeBiden Hey Big Guy!  Why don't you tell us your actual plan of beating CoVid?,jaycee654
1567,@JoeBiden @GeorgeTakei Kick some ass!,TedFauster
1568,@JoeBiden https://t.co/KegP7HuPgZ,sm1nts2escape
1569,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,beaman_irene
1570,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,vettish95
1571,@JoeBiden &amp; @KamalaHarris your supporters and peaceful protesters are looting and rioting again. Will you condemn y… https://t.co/jwW2TSwzMB,LilLionOfJuda
1572,RT @AdamInHTownTX: @JoeBiden So Joe Biden endorses people charging at a police officer with a knife.,jontheharris
1573,@JoeBiden If you reach to oval office and when you start taking photos with people the first thing you’re going to… https://t.co/An0PX0k8xO,agnew127
1574,@JoeBiden This is why I would NEVER vote for you. You are so out of touch,lt_john_b
1575,@JoeBiden Vote!,paul_m_john
1576,@JoeBiden Republicans under Denial. Please come to Cincinnati Ohio. We need Ohio to win WH,SGhasletwala
1577,@JoeBiden Plausible Deniability,CrackPi90345650
1578,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,LilFranks
1579,@JoeBiden Trump would it better,xbreaz
1580,@JoeBiden 1. Medicare for All 2. Cannabinoids in Cannabis are antiviral can we please eat the food God said to eat… https://t.co/h4PrHWokwP,MimiTexasAngel
1581,@JoeBiden https://t.co/xf0bnNqpO7 what???? Do you know what you talking about??? Your just rambling on.,BrianKDuck_72
1582,@JoeBiden Yes!! an actual corrupt and incoherent President. For maybe 2 months? Before the left usher in chaos.,blakevllr
1583,"@JoeBiden Trump has surrendered to the virus. Millions of people have died for Trump in America.  The Trump, virus… https://t.co/ronz07YhkA",Subrata10895664
1584,@JoeBiden #TonyBobulinski just blew the lid off your scheme! Disgusting selling out the USA and now want to be President! @dnc never 👎🏽,TJWooster
1585,"@JoeBiden PSA: trump✳️ is the source &amp; perpetuator of, the trump✳️ virus, which is comprised of: • Covid19 • Vile h… https://t.co/8e4GHpsqFu",AmFil_B_man
1586,@JoeBiden Please everyone vote!!!!,MA_Conlin
1587,"@JoeBiden It sounds like you don’t understand viruses, Joe. But no one is more clueless than King Kong Cuomo https://t.co/9eac00BouY",happyjohn777
1588,@JoeBiden And you can get 4 more years of financial influence for your family.,Tooputter
1589,@JoeBiden #VoteBidenHarris2020,MarylouCulkar6
1590,@JoeBiden Absolutely! Vote @realDonaldTrump to put sleepy joe back in chains #ChinaJoeBiden,Robbie_Murray1
1591,@JoeBiden The ONLY thing you can do to beat this virus is if  there is a CURE!  If you keep insisting you can contr… https://t.co/zC4AsFeXrq,kooky2222
1592,@JoeBiden Who will win ??,_luvjaiswal
1593,"@JoeBiden Joe, have you seen this in the Federalist? They are asking some good questions about Hunter's money - you… https://t.co/1ZrVA0wwWy",Patents_R_Us
1594,@JoeBiden https://t.co/pjK1Z1J0N2,Atlas777777
1595,@JoeBiden https://t.co/xECX3EBsqC,Robert13085887
1596,@JoeBiden The division has come from the left. In 2016 the left experienced a mass Hysteria event fueled by their p… https://t.co/XbyVBADR3Y,DerailedKp
1597,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,JackiEllenberge
1598,"@JoeBiden Joe, how come you can’t help your son out of his spiral to failure",DeRollerAl3x
1599,@JoeBiden Where are your followers you never have a crowd because no one wants to hear you,whatsnex
1600,@JoeBiden RETURN IT IN PERSON not mail,rynelancer
1601,RT @SandraNeary4: @JoeBiden if I charge the police with a knife I expect to be shot. My heart is not broken and I suffer no emotional weigh…,irinamoises
1602,@JoeBiden That is a great practice for your concession speech! Thank you from the bottom of my heart to the bottom… https://t.co/PnxGCjJy4D,Stop_Govt_Waste
1603,"RT @Dknight10k: @JoeBiden There's Trump, who is literally spreading the virus, death, and destruction and then there's Biden, who wants to…",Jeannie_Hartley
1604,@JoeBiden Philly burns and you fiddle with lies.  Address directly your friends BLM and ANTIFA to stop!!,ClimateFraudMn
1605,"@JoeBiden's main claim to the presidency is that he is not Trump.   Well, my 1998 Ford F-150 pickup truck isn't Tru… https://t.co/2SH1gvn0Nq",franklincflint
1606,"RT @Dknight10k: @JoeBiden There's Trump, who is literally spreading the virus, death, and destruction and then there's Biden, who wants to…",msdixietweets
1607,"RT @Dknight10k: @JoeBiden There's Trump, who is literally spreading the virus, death, and destruction and then there's Biden, who wants to…",ResistsRobin
1608,"@JoeBiden How can U control a VIRUS? How can you control the FLU? You can’t, it’s Contagious a virus can’t be contr… https://t.co/wrhaLgmx5T",CarlaSledge4
1609,@JoeBiden https://t.co/sH9AQVCPnM @TheDemocrats @HouseDemocrats @SpeakerPelosi @KamalaHarris @JoeBiden @SenateDems… https://t.co/P6JlF6qz60,kjcoope
1610,@JoeBiden Hope light and crime,TTouk
1611,@JoeBiden #GoBiden #TrumpOut,eudiogo__
1612,@JoeBiden is the guy https://t.co/TBMh1ACVtK,AIng841
1613,@JoeBiden Yea right.  Tell Nancy and Chuck that.  They seem to want to keep everyone apart. #initforthemselves,prizmone62
1614,@JoeBiden where's Hunter?  how's Natalie?,chudmost
1615,@JoeBiden https://t.co/GE4HikQlg0,78ricardolano
1616,"@JoeBiden #MedicareForAll, Joe, #MedicareForAll!",deal1877
1617,"@JoeBiden Another flip flop eh #QuidProJoe ? Do you remember saying this, or were you having another dementia moment?https://t.co/s11K5UpGN1",Mashugana_Kat
1618,@JoeBiden Plagiarism again 🤔🤔  Think I heard @realDonaldTrump say that yesterday   Sure you are facing the challeng… https://t.co/tDzTbfFtSn,allsources19
1619,@JoeBiden And China??,AndreiPana16
1620,"@JoeBiden On November 3rd, we as Americans, can and will conquer the internal imminent threat. That threat is the B… https://t.co/0UepPVNf96",Outlaw21Gunner
1621,@JoeBiden #bobulinski,davej1003
1622,"@JoeBiden Yes sir, Trump2020",RichardYoungs4
1623,@JoeBiden United States of America we no Sucker or loser 🇺🇸🇺🇸🇺🇸,NICOLE92656002
1624,"@JoeBiden The enemy is you, your family and the rest of the swamp!!!",Maryb1163
1625,"RT @SimonettiSource: @JoeBiden My god the man went after cops with a knife. I hate seeing anyone killed, but this is the position? The man…",QuantumWaver
1626,@JoeBiden I already voted for you Joe.  Make us proud.,BeverlyFelland
1627,"RT @Andrew79034617: @JoeBiden You literally sent condolences to the family of a man shot for wielding a knife at police officers, and after…",AMcstevenson
1628,@JoeBiden You have no plan other than lockdown and masks. 47 years of nothing. Who are you running against? George?,genmlff
1629,@JoeBiden @KamalaHarris #EarlyVotingNY #BidenHarris2020 https://t.co/0X08GK5vgo,sweeneytime
1630,@JoeBiden Definitely not especially by the woman Jacob Blake Raped and whose children he tried to abduct,jt_truck
1631,@JoeBiden I VOTED! https://t.co/aUEXvp427J,EdwardJHiggins
1632,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,texpatnj
1633,"RT @Dknight10k: @JoeBiden There's Trump, who is literally spreading the virus, death, and destruction and then there's Biden, who wants to…",k_rosquist
1634,RT @BradleyWhitford: @JoeBiden’s not gonna leave anyone out in the cold.,Kdoesnotlikeco1
1635,"RT @JeffreyGuterman: @JoeBiden We are in the home stretch, Please encourage every Democrat you know to #VOTE #BidenHarris2020.",lsahren
1636,"@JoeBiden Amen Joe, thank you ✨ I hope to always have you in my corner! #ProtectTheUSA",raviki81720424
1637,@JoeBiden Trump is more dangerous than virus,harrydingsz1
1638,"@JoeBiden Gaslighting 101.  Europe is no different than in the US.  Nevertheless, it's an effective campaign strategy.",N0_Smoke
1639,@JoeBiden #bobulinski,davej1003
1640,"RT @JeffreyGuterman: @JoeBiden We are in the home stretch, Please encourage every Democrat you know to #VOTE #BidenHarris2020.",pgrullion
1641,"@JoeBiden Joe Biden, okay fine. Trump is a bum. But the way you talk of beating the virus is as though you've found the vaccine.",KiigenKoech
1642,@JoeBiden Enjoy your naps today!,ThoughtYouKn3w
1643,@JoeBiden Vote,elinar1
1644,"RT @JeffreyGuterman: @JoeBiden The Trump campaign provided bus transportation to the rally in Omaha, then left hundreds stranded in the fre…",weepelt
1645,@JoeBiden Just stay silent like before and let the riots spread the virus!!!!!!! #weasel,ROLEXRED2021
1646,@JoeBiden getting worse &amp; worse! https://t.co/DIoZp8i6nS,JoeBlow97119434
